player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
Anthony Brown,Stanford,34,16684,8.7,0.7667,0.5333,0.2333,3.2333,107.2,100.61,2011,6.6,27,1
Xavier Tillman,Michigan St.,35,51753,9.9744,1.6667,0.9487,1.6667,7.2821,122.9,88.0463,2019,6.8,263,1
Evan Mobley,USC,3,72870,16.3636,2.3939,0.7879,2.8485,8.6667,119.4,90.38,2021,7.0,57,1
Sir'Dominic Pointer,St. John's,53,22208,6.9062,2.8438,1.4375,0.9062,5.5,102.6,92.3219,2013,6.5,39,1
Spencer Dinwiddie,Colorado,38,19806,15.303,3,1.3333,0.4848,3.1818,114.7,96.7152,2013,6.5,1635,1
Shabazz Napier,Connecticut,24,18516,7.8049,3.0244,1.6098,0.122,2.4146,103,97.1752,2011,6.0,188,1
Keita Bates-Diop,Ohio St.,48,33637,3.7879,0.5152,0.3333,0.5758,2.0606,117.1,91.2173,2015,6.7,226,1
Sterling Brown,SMU,46,32989,5.2059,2.0588,0.8529,0.2353,4.5588,126,94.8777,2015,6.6,177,1
Michael Carter-Williams,Syracuse,11,23112,2.6923,2.0769,0.7692,0.2692,1.4615,112.5,89.7959,2012,6.5,116,1
Tristan Thompson,Texas,4,16072,13.0833,1.25,0.9444,2.3889,7.8333,107.4,88.6309,2011,6.8,159,1
E'Twaun Moore,Purdue,55,201,16.4286,2.6571,1.4571,0.2857,3.8286,103.9,92.4751,2010,6.4,190,1
Festus Ezeli,Vanderbilt,30,4250,3.7931,0.0345,0.1379,0.7586,2.5517,81,96.4762,2009,6.11,173,1
Tyrese Haliburton,Iowa St.,12,65663,6.8286,3.5714,1.5429,0.8571,3.4286,136.8,100.598,2019,6.5,291,1
Kyle O'Quinn,Norfolk St.,49,8774,15.9412,1.4706,0.5882,2.7059,10.1176,113.8,91.3461,2012,6.10,3,1
Tyler Hansbrough,North Carolina,13,895,20.7059,1,1.2353,0.3529,8.1176,124.7,94.7501,2009,6.9,134,1
Jerome Robinson,Boston College,13,43548,18.5938,3.375,1.7188,0.375,3.8125,97,106.949,2017,6.5,47,1
Solomon Hill,Arizona,23,11698,7.9737,1.7368,0.8421,0.1842,4.7105,110.6,99.5799,2011,6.6,354,1
Terance Mann,Florida St.,48,41748,11.4054,2.5405,0.6757,0.3243,6.4865,119.6,98.8553,2019,6.7,24,1
Eric Paschall,Villanova,41,37332,10.5789,2.1842,0.9211,0.6316,5.2632,122.5,100.513,2018,6.7,140,1
Neemias Queta,Utah St.,39,67637,14.931,2.6552,1.069,3.3448,10.1379,113.2,79.8662,2021,7.0,1459,1
Jaron Blossomgame,Clemson,59,30917,13.129,0.9677,0.7742,0.3548,8.1613,109.5,95.8295,2015,6.7,221,1
Solomon Alabi,Florida St.,50,1924,8.4286,0.3429,0.5143,2.0857,5.6286,103.1,92.24,2009,7.1,24,1
Cady Lalanne,Massachusetts,55,20635,8.4062,0.25,0.4062,1.375,7.375,111.1,97.9974,2013,6.9,65,1
Caris LeVert,Michigan,20,26551,16.3571,4.9286,0.9286,0.2143,5.4286,126.8,103.626,2016,6.7,268,1
Jaren Jackson Jr.,Michigan St.,4,51788,10.9143,1.1143,0.6,3,5.8,116.8,85.8569,2018,6.11,263,1
Kyle Singler,Duke,33,197,17.675,2.4,1.025,0.8,7,117.4,91.8459,2010,6.8,120,1
Mikal Bridges,Villanova,10,37054,17.65,1.925,1.525,1.075,5.3,130.1,97.393,2018,6.7,140,1
Aaron Nesmith,Vanderbilt,14,66174,11.0312,1.4062,0.7188,0.5625,5.5312,104.4,103.661,2019,6.6,173,1
Georges Niang,Iowa St.,50,25519,20.5143,3.3429,0.8857,0.6286,6.2286,116.9,103.73,2016,6.8,291,1
Anthony Bennett,UNLV,1,25132,15.7941,0.9118,0.7059,1.1765,7.9706,112.8,89.4038,2013,6.8,620,1
Malcolm Brogdon,Virginia,36,33335,18.2432,3.1081,0.9459,0.2432,4.0541,120,98.9573,2016,6.5,201,1
Terrico White,Mississippi,36,5069,13.7097,2.3226,0.8387,0.2581,3.3871000000000002,108,107.698,2009,6.5,155,1
Olivier Hanlan,Boston College,42,25499,18.6452,2.871,0.8065,0.0645,3.3548,113.3,117.885,2014,6.4,47,1
Melvin Frazier,Tulane,35,39519,5.1765,0.7059,0.9118,0.2647,3.1471,91.5,101.146,2016,6.5,0,1
Darrun Hilliard,Villanova,38,21234,14.3143,2.1143,1.8,0.3429,3.1143,117.2,91.7311,2015,6.6,140,1
Damian Lillard,Weber St.,6,4509,11.5333,2.9333,1,0.2,3.9,103.9,98.6777,2009,6.2,1437,1
Jimmer Fredette,BYU,10,3137,29.3056,4.3056,1.3333,0.0278,3.5,114.7,99.0445,2011,6.2,1422,1
Xavier Tillman,Michigan St.,35,51753,2.8286,0.2857,0.2571,0.6571,2.6286,121.8,89.8333,2018,6.8,263,1
Bernard James,Florida St.,33,17913,10.8,0.4571,0.7429,2.3429,8.0857,106.8,87.9861,2012,6.10,24,1
Jared Cunningham,Oregon St.,24,13618,6.2188,0.9062,1.3438,0.0938,2,88.2,96.046,2010,6.4,73,1
Quincy Acy,Baylor,37,9007,11.6486,1,0.9189,1.8108,7.4595,116.7,94.3303,2012,6.7,122,1
Wesley Iwundu,Kansas St.,33,29335,11.9394,3.7273,1.3333,0.2424,4.5455,100.7,100.009,2016,6.7,321,1
Darius Morris,Michigan,41,14768,4.1613,2.5484,0.6452,0.1613,1.8387,87.5,102.971,2010,6.4,268,1
Larry Nance Jr.,Wyoming,27,20039,10.6774,1.1935,1.3548,0.7097,6.8387,111.1,93.2364,2013,6.8,2205,1
Colton Iverson,Minnesota,53,28225,5.3226,0.6452,0.4194,1.2903,3.5161,96.9,96.5294,2009,6.10,253,1
Bobby Portis,Arkansas,22,29460,17.4722,1.1667,1.0833,1.3889,8.9167,118.9,95.8038,2015,6.10,437,1
Jrue Holiday,UCLA,17,5415,8.4571,3.6857,1.5714,0.5143,3.7714,107.2,95.4139,2009,6.3,115,1
Davon Reed,Miami FL,32,31708,8.2333,1.9,0.9,0.4333,4.0333,118.9,98.8214,2015,6.6,3,1
Sandro Mamukelashvili,Seton Hall,54,50557,11.9,1.35,0.5,0.6,5.9,116.4,97.4702,2020,6.11,77,1
Tobias Harris,Tennessee,19,16657,15.3235,1.2941,0.7059,0.8529,7.2647,109.5,97.8243,2011,6.8,286,1
Trae Young,Oklahoma,5,51469,27.375,8.6562,1.6875,0.25,3.9062,112.1,106.864,2018,6.2,355,1
Jarrell Brantley,College of Charleston,50,40460,19.3939,2.4242,1.3939,0.8788,8.3939,111.6,98.3259,2019,6.7,6,1
CJ Elleby,Washington St.,46,65531,18.4062,1.875,1.75,0.8125,7.8438,102.7,91.7651,2020,6.6,780,1
Devin Vassell,Florida St.,11,66203,4.5152,0.6364,0.5455,0.303,1.5455,117.8,94.6848,2019,6.6,24,1
Sterling Brown,SMU,46,32989,13.4286,3,1.4286,0.5429,6.4857,117.6,91.236,2017,6.6,177,1
Cory Jefferson,Baylor,60,22196,1,0,0.05,0.15,0.95,94.8,100.71,2010,6.9,122,1
JaJuan Johnson,Purdue,27,203,13.4324,0.7027,0.5135,2.1081,5.5946,112.7,89.3337,2009,6.10,190,1
Willie Warren,Oklahoma,54,7409,14.5833,3.1389,1.1389,0.0556,2.2222,116.9,102.72,2009,6.4,355,1
Charles Bassey,Western Kentucky,53,65800,14.5588,0.7059,0.7941,2.3824,10,112.2,93.2446,2019,6.11,161,1
Admiral Schofield,Tennessee,42,42130,8.2143,0.75,0.3214,0.1786,4.4286,106.7,101.321,2017,6.4,286,1
Reggie Jackson,Boston College,24,6923,6.9706,1.7353,0.8235,0.4118,3.2647,106.7,103.191,2009,6.3,47,1
Markieff Morris,Kansas,13,4369,13.6316,1.3947,0.7895,1.1316,8.3158,118,87.4686,2011,6.10,310,1
Darren Collison,UCLA,21,2332,14.4,4.7429,1.6286,0.1429,2.4,120.7,98.6762,2009,6.1,115,1
Melvin Frazier,Tulane,35,39519,15.9,2.8667,2.1,0.7333,5.6,111.8,101.11,2018,6.6,0,1
Lavoy Allen,Temple,50,1089,10.9394,2.0606,0.3939,1.5152,8.9697,123.8,95.9099,2009,6.9,27,1
Jordan Bell,Oregon,38,38340,7,1.2759,1.1034,1.6207,5.3103,104,92.3431,2016,6.9,136,1
Evan Turner,Ohio St.,2,1929,17.3333,3.9697,1.7576,0.8182,7.0909,107.9,93.5222,2009,6.7,226,1
Branden Dawson,Michigan St.,56,23692,11.8571,1.6857,1.2,1.6571,9.0857,104.3,90.3602,2015,6.6,263,1
Cleanthony Early,Wichita St.,34,26859,16.2857,0.7143,0.7714,0.8,6,117.7,91.1751,2014,6.8,426,1
Marcus Morris,Kansas,14,8822,17.2105,1.6316,0.8421,0.6316,7.6316,122.3,91.705,2011,6.9,310,1
Mason Plumlee,Duke,22,12278,7.1622,1.5676,0.8919,1.6757,8.3514,103.7,85.1714,2011,6.10,120,1
Mason Plumlee,Duke,22,12278,11.1471,1.6176,0.7647,1.6176,9.1765,107,93.6311,2012,6.10,120,1
Rui Hachimura,Gonzaga,9,48365,19.7027,1.5405,0.9459,0.7297,6.4595,121.7,91.0383,2019,6.8,582,1
Julius Randle,Kentucky,7,29051,14.975,1.425,0.5,0.775,10.425,111.2,96.732,2014,6.9,307,1
Daniel Gafford,Arkansas,38,51358,16.875,0.7188,0.9062,1.9688,8.6562,112.3,95.1262,2019,6.11,437,1
Ed Davis,North Carolina,13,6808,13.4348,0.9565,0.4348,2.7826,9.5652,112,92.5656,2010,6.10,134,1
Isaiah Livers,Michigan,42,50343,13.087,2,0.5652,0.7391,6,121.9,95.9651,2021,6.7,268,1
Gary Trent Jr.,Duke,37,51371,14.4865,1.4054,1.1622,0.1351,4.2432,122.3,101.732,2018,6.6,120,1
Pierre Jackson,Baylor,42,23090,19.7778,7.0833,1.5,0,3.75,114.3,99.797,2013,5.10,122,1
Jordan Bell,Oregon,38,38340,10.9487,1.7949,1.2564,2.2564,8.7692,119.9,88.8529,2017,6.9,136,1
Glen Rice,Georgia Tech,35,10728,5.1471,1.6176,1.0294,0.4706,3.0294,103.2,93.459,2010,6.5,283,1
Lamar Patterson,Pittsburgh,48,18530,9.6486,3.5946,1.027,0.3243,5.2432,116.4,101.889,2012,6.5,328,1
Thomas Welsh,UCLA,58,36884,12.6364,1.3939,0.6667,0.8788,10.8485,120.9,100.591,2018,7.0,115,1
Kevin Hervey,UT Arlington,57,35331,20.4848,2.2121,1.2424,0.6061,8.5455,107.7,97.5429,2018,6.7,189,1
Andrew Harrison,Kentucky,44,28730,9.3333,3.5641,1.0256,0.2051,2.2308,111.6,88.0517,2015,6.6,307,1
Spencer Dinwiddie,Colorado,38,19806,14.7059,3.7647,1.5294,0.2353,3.0588,129.4,100.765,2014,6.6,1635,1
Kyle O'Quinn,Norfolk St.,49,8774,16.4375,1,0.5625,3.4375,11.0938,115.8,97.4211,2011,6.10,3,1
Dwayne Collins,Miami FL,60,2387,10.4,1.3333,1.0333,0.3667,7.0333,108.5,95.6653,2009,6.8,3,1
Shabazz Napier,Connecticut,24,18516,18,4.875,1.825,0.325,5.85,115.9,93.6766,2014,6.1,188,1
Cameron Johnson,Pittsburgh,11,52111,4.6774,0.4839,0.2903,0.1613,1.8387,110.4,102.44,2016,6.7,328,1
Isaac Okoro,Auburn,5,70647,12.8571,2.0357,0.9286,0.8929,4.4286,112.8,100.236,2020,6.6,201,1
Aaron Wiggins,Maryland,55,66483,10.3871,1.4194,0.8387,0.4194,4.871,97.9,95.6657,2020,6.6,40,1
Devin Booker,Kentucky,13,52495,10.0263,1.1053,0.4474,0.0526,2,121,91.0701,2015,6.6,307,1
Zeke Nnaji,Arizona,22,70422,16.0938,0.8438,0.7188,0.875,8.625,116.1,91.3303,2020,6.11,354,1
Devon Hall,Virginia,53,35972,4.3514,2,0.4595,0.2703,2.6486,100.2,99.1808,2016,6.5,201,1
Royce White,Iowa St.,16,22331,13.4118,5,1.1765,0.9412,9.2941,100.3,94.0933,2012,6.8,291,1
Obi Toppin,Dayton,8,65484,14.3939,1.8485,0.6364,0.8485,5.6364,120.9,97.0498,2019,6.9,237,1
Damian Lillard,Weber St.,6,4509,20.1379,3.6207,1.2069,0.1379,4.0345,117.1,104.115,2010,6.2,1437,1
Cheick Diallo,Kansas,33,40882,3,0.037,0.2593,0.8519,2.5185,98.3,84.8946,2016,6.9,310,1
Bruce Brown Jr.,Miami FL,42,46262,11.3684,4,1.3158,0.7895,7.1053,100.5,96.6113,2018,6.5,3,1
Shake Milton,SMU,54,39043,13,4.5429,1.2571,0.3143,4.1143,121,95.5281,2017,6.6,177,1
Arnett Moultrie,UTEP,27,21025,9.8485,1.2424,1.3636,0.8182,6.6667,96,90.1595,2010,6.11,1440,1
James Harden,Arizona St.,3,3638,20.1143,4.2286,1.6857,0.3143,5.5714,112.8,95.6385,2009,6.5,354,1
Jerome Jordan,Tulsa,44,11309,15.6176,1.2941,0.4412,2.4118,9,111.1,91.9166,2010,7.0,191,1
Anthony Brown,Stanford,34,16684,14.7838,2.5405,0.7568,0.1892,6.9189,114.1,100.992,2015,6.6,27,1
Al-Farouq Aminu,Wake Forest,8,5612,12.9355,1.4839,0.9677,1.2258,8.1613,104.4,91.5926,2009,6.9,291,1
Taurean Prince,Baylor,12,24114,16.0303,2.303,1.2121,0.7273,5.9394,107.2,102.839,2016,6.8,122,1
Josh Hart,Villanova,30,33417,18.6944,2.9444,1.5556,0.2778,6.3889,122.3,93.5948,2017,6.5,140,1
Doug McDermott,Creighton,11,14955,26.6857,1.5714,0.2286,0.1429,6.9714,124.4,104.837,2014,6.8,339,1
Wade Baldwin IV,Vanderbilt,17,36903,9.3714,4.4,1.4286,0.1143,4.1429,115.6,97.9282,2015,6.3,173,1
Branden Dawson,Michigan St.,56,23692,8.9714,1.3429,1.6,0.8857,5.8,101,88.7456,2013,6.6,263,1
Jarrett Allen,Texas,22,47193,13.3939,0.7879,0.5758,1.5455,8.4242,101.9,99.0269,2017,6.11,159,1
Udoka Azubuike,Kansas,27,45190,5,0.1818,0.1818,1.6364,4.3636,90.4,91.2517,2017,7.0,310,1
Davon Reed,Miami FL,32,31708,11.0857,1.2,0.7714,0.4286,4.0857,115.4,102.598,2016,6.6,3,1
Jordan Williams,Maryland,36,12373,9.5938,0.2188,0.75,0.9062,8.5625,108.3,90.8295,2010,6.10,40,1
Xavier Thames,San Diego St.,59,21860,10.0968,4.129,0.9677,0.2258,3.2258,100.3,98.5878,2012,6.3,133,1
Jaylen Hands,UCLA,56,51920,9.871,2.6129,0.9677,0.1613,3.9677,102.6,104.252,2018,6.3,115,1
Keith Benson,Oakland,48,2763,17.8824,1.0588,0.7941,3.5882,10.1176,114.5,98.1106,2011,6.11,286,1
Patty Mills,Saint Mary's,55,49733,18.625,3.7917,2.2083,0.2083,2.2917,108.8,98.513,2009,6.0,152,1
Deyonta Davis,Michigan St.,31,40042,7.4571,0.7429,0.2571,1.8286,5.4571,119.4,90.0223,2016,6.10,263,1
Sindarius Thornwell,South Carolina,48,29814,13.3529,2.9706,1.1765,0.6176,4.0882,97.7,104.472,2014,6.5,95,1
Joe Harris,Virginia,33,17280,11.973,2.2703,0.9459,0.2162,2.9459,113.4,93.7017,2014,6.6,201,1
Davon Reed,Miami FL,32,31708,6.5758,1.1515,0.4848,0.1212,1.6667,91.4,104.748,2014,6.6,3,1
Kevin Murphy,Tennessee Tech,47,4375,20.5484,2.3226,0.8065,0.2258,5.3226,102.1,104.766,2012,6.6,340,1
Jae Crowder,Marquette,34,15568,17.5429,2.0857,2.5143,1,8.4,122.3,84.8446,2012,6.6,198,1
Mike Scott,Virginia,43,4079,10.25,0.75,0.8571,0.3214,7.4286,111.5,101.364,2009,6.8,201,1
Norman Powell,UCLA,46,22006,4.5312,1.1562,0.4688,0.2812,2.2812,96.8,99.0608,2012,6.3,115,1
Jevon Carter,West Virginia,32,33739,9.5143,3.2571,1.6857,0.2857,2.8571,108.6,94.4959,2016,6.2,278,1
Eric Paschall,Villanova,41,37332,7.2222,0.6111,0.5278,0.5,3.75,109.7,97.4473,2017,6.7,140,1
Pat Connaughton,Notre Dame,41,19805,8.8571,2.1429,0.4571,0.3429,4.6857,118.6,101.518,2013,6.5,224,1
Justin Hamilton,Iowa St.,45,5176,6.3548,0.3226,0.2581,1.0645,5.3871,120.4,100.782,2010,6.11,291,1
Jimmy Butler,Marquette,30,9284,14.6765,2,1.3235,0.6176,6.3529,129.2,98.3587,2010,6.6,198,1
Justin Jackson,Maryland,43,47108,10.5152,0.9394,0.8788,0.7879,6.0303,105.7,99.1523,2017,6.7,40,1
Festus Ezeli,Vanderbilt,30,4250,10.0769,0.3077,0.4231,2,5.9231,99.2,94.3157,2012,6.11,173,1
Demetrius Jackson,Notre Dame,45,29232,15.8,4.6857,1.2286,0.2857,3.4571,115.9,111.075,2016,6.1,224,1
Jarnell Stokes,Tennessee,35,23999,9.5882,0.7059,0.9412,1.3529,7.4118,98.7,92.2361,2012,6.8,286,1
Marcus Thornton,William & Mary,45,19793,18.6333,2.6,1.0333,0.2333,2.2667,107,113.623,2014,6.4,23,1
Jalen Johnson,Duke,20,73238,11.2308,2.2308,1.1538,1.2308,6,102.6,94.6895,2021,6.9,120,1
Damian Jones,Vanderbilt,30,28727,14.4,0.7429,0.5714,2,6.4857,103.6,97.8264,2015,6.10,173,1
Kostas Antetokounmpo,Dayton,60,44540,5.2069,0.4483,0.2414,1.069,2.8621,92.9,104.641,2018,6.10,237,1
Caris LeVert,Michigan,20,26551,14.9444,3.7222,1.7778,0.3889,4.8889,101.1,98.751,2015,6.7,268,1
Joe Harris,Virginia,33,17280,16.2857,2.1714,0.8857,0.4857,4.0286,111.1,92.4279,2013,6.6,201,1
Delon Wright,Utah,20,31100,15.8065,5.1935,2.4194,1.2258,6.3548,119.2,92.731,2014,6.5,1458,1
Jordan McRae,Tennessee,58,16656,8.1212,1.5455,0.4545,0.7576,2.9697,96.1,99.0211,2012,6.5,286,1
Ty Lawson,North Carolina,18,2335,16.5294,6.5882,2.1471,0.1471,2.9706,133.7,95.9576,2009,5.11,134,1
Alec Burks,Colorado,12,14778,17.4286,1.75,1.1786,0.4286,5,117,107.773,2010,6.6,1635,1
Sterling Brown,SMU,46,32989,10.0667,2.6333,1.1,0.4333,4.4,120.4,95.8801,2016,6.6,177,1
Gorgui Dieng,Louisville,21,18642,9.7879,2,1.3333,2.5152,9.3939,112.6,81.001,2013,6.11,139,1
Jaylen Hands,UCLA,56,51920,14.1515,6.0909,1.3333,0.1515,3.6667,105.5,105.726,2019,6.3,115,1
Chinanu Onuaku,Louisville,37,35483,2.9714,0.5429,0.7429,1.2,4.5714,96.5,86.6733,2015,6.10,139,1
K.J. McDaniels,Clemson,32,22137,10.8571,0.75,1.1429,2.0714,5,102.4,92.4557,2013,6.5,221,1
Harrison Barnes,North Carolina,7,18910,15.6757,1.4324,0.7297,0.4324,5.8378,106.8,96.5172,2011,6.8,134,1
Jake Layman,Maryland,47,26773,5.4737,0.9474,0.5526,0.6316,3.2368,102.2,95.5593,2013,6.8,40,1
Thomas Robinson,Kansas,5,14520,17.7436,1.8462,1.0769,0.8718,11.8718,106.7,84.1211,2012,6.9,310,1
Kezie Okpala,Stanford,32,51924,10.0435,1.7826,1,0.5652,3.7391,90.5,103.826,2018,6.8,27,1
Draymond Green,Michigan St.,35,8827,16.2432,3.8108,1.4595,0.973,10.6216,107.3,83.1827,2012,6.7,263,1
Wendell Carter Jr.,Duke,7,51785,13.5405,2,0.8108,2.0541,9.0541,121.5,92.0353,2018,6.10,120,1
Kelly Oubre,Kansas,15,34389,9.25,0.7778,1.1389,0.3611,4.9722,108.7,91.621,2015,6.7,310,1
Kyle Kuzma,Utah,27,35219,10.5714,1.4286,0.3429,0.4571,5.7714,103.2,102.841,2016,6.9,1458,1
Isaiah Livers,Michigan,42,50343,12.9048,1.0952,0.4286,0.7143,4.0476,117.2,100.603,2020,6.7,268,1
Joseph Young,Houston,43,20453,18.129,2.3871000000000002,0.5161,0,3.4839,123.5,108.909,2013,6.3,12,1
Colton Iverson,Colorado St.,53,28225,14,1.3333,0.4545,0.697,9.8788,114.1,96.4785,2013,6.10,1525,1
Avery Bradley,Texas,19,12555,11.6471,2.0882,1.2941,0.5294,2.8824,105.2,97.7023,2010,6.2,159,1
Kyle Singler,Duke,33,197,16.4595,2.4054,1.5405,1.027,7.6757,111.8,92.1514,2009,6.8,120,1
Cassius Stanley,Duke,54,71030,12.5517,1.0345,0.6897,0.7241,4.8621,109.4,95.2606,2020,6.6,120,1
Lamar Patterson,Pittsburgh,48,18530,2.0909,0.3636,0.2727,0.4545,1.0909,84.3,97.5385,2010,6.5,328,1
Robbie John Hummel,Purdue,58,21042,12.5,1.9375,1.1562,0.625,6.9688,117.1,86.5243,2009,6.8,190,1
Dwight Powell,Stanford,45,17946,5.7714,0.7429,0.8,0.6,4.6,93.4,85.7868,2012,6.9,27,1
Kevin Hervey,UT Arlington,57,35331,7.0968,0.7419,0.6129,0.2581,5.9677,96.3,99.9477,2015,6.7,189,1
Cameron Johnson,North Carolina,11,52111,16.8889,2.3889,1.1944,0.2778,5.7778,128.9,97.4104,2019,6.9,134,1
Arsalan Kazemi,Oregon,54,25005,9.3714,1.3714,2.0286,0.6571,10,118.3,82.3058,2013,6.7,136,1
Kevin Huerter,Maryland,19,45160,9.303,2.6667,0.9697,0.697,4.9394,110.7,99.4954,2017,6.7,40,1
Reggie Bullock,North Carolina,25,16384,8.8158,1.3684,0.6579,0.2105,5.0789,118,95.1993,2012,6.7,134,1
Sam Merrill,Utah St.,60,47902,16.3235,3.1471,1.0294,0.2059,3.2647,121.6,107.208,2018,6.5,1459,1
Keon Johnson,Tennessee,21,73686,11.2593,2.4815,1.1111,0.4074,3.4815,95.2,93.27,2021,6.5,286,1
Joe Wieskamp,Iowa,41,66492,14.0323,1.5806,1.0323,0.4839,6.0968,111,102.666,2020,6.6,219,1
Jordan Clarkson,Missouri,46,15896,17.4857,3.3714,1.0857,0.1714,3.8286,109.7,106.782,2014,6.5,228,1
Gani Lawal,Georgia Tech,46,3459,15.0645,0.6129,1,1.4839,9.4839,102.2,92.6137,2009,6.9,283,1
Desmond Bane,TCU,30,46595,7.1026,0.9744,0.3077,0.2308,2.8974,113.8,105.802,2017,6.5,204,1
Damyean Dotson,Oregon,44,41447,11.3514,0.8919,0.9189,0.1351,3.5135,104.9,94.751,2013,6.5,136,1
Richaun Holmes,Bowling Green,37,26987,13.3226,0.871,1.0645,2.7097,7.6452,107.9,92.3067,2014,6.8,212,1
Precious Achiuwa,Memphis,20,70558,15.7742,0.9677,1.0968,1.871,10.7742,98.2,81.6111,2020,6.9,100,1
Moe Harkless,St. John's,15,21044,15.5312,1.4688,1.5938,1.4062,8.625,100,100.442,2012,6.8,39,1
Kyle Guy,Virginia,55,48211,14.1471,1.4706,1.0294,0.0294,2.6176,105.2,93.7525,2018,6.2,201,1
Mitch McGary,Michigan,21,28103,9.5,1.5,1.875,0.75,8.25,113.2,90.2124,2014,6.10,268,1
Herbert Jones,Alabama,35,51990,7.9259,2.2963,1.2593,0.7037,6.4074,103.9,99.0714,2020,6.7,67,1
Jonathan Isaac,Florida St.,6,48431,11.9688,1.1562,1.1562,1.5312,7.8438,118.8,92.6767,2017,6.10,24,1
Mike Scott,Virginia,43,4079,11.9643,1.25,0.6071,0.2857,7.1786,104.5,97.7203,2010,6.8,201,1
Zach LaVine,UCLA,13,31114,9.4324,1.7838,0.8919,0.1622,2.5405,107.3,103.564,2014,6.5,115,1
Marcus Morris,Kansas,14,8822,7.3714,1.0857,1.0286,0.3429,4.7429,101.3,90.4686,2009,6.9,310,1
Victor Oladipo,Indiana,2,18513,7.375,0.875,1.0625,0.2188,3.7188,107.3,100.079,2011,6.4,235,1
Jordan Mickey,LSU,33,28749,12.7353,1.0588,0.6176,3.1176,7.8529,104.4,97.9416,2014,6.8,12,1
Xavier Tillman,Michigan St.,35,51753,13.7097,3.0323,1.1935,2.0968,10.3226,116.6,85.6347,2020,6.8,263,1
Deshaun Thomas,Ohio St.,58,18055,15.8718,0.8974,0.3846,0.2308,5.359,122.3,95.3623,2012,6.7,226,1
Glenn Robinson III,Michigan,40,28109,11,1.0789,1.0263,0.2632,5.3421,128,99.8725,2013,6.6,268,1
Hamady Ndiaye,Rutgers,56,13308,5.5938,0.4062,0.4688,2.2188,5.8125,100.4,95.7114,2009,7.0,28,1
John Henson,North Carolina,14,10202,13.6857,1.2571,0.5714,2.8857,9.9429,107.4,85.5966,2012,6.11,134,1
Erik Murphy,Florida,49,13540,10.4706,0.8529,0.5294,1.0882,4.5294,116.7,98.4296,2012,6.10,31,1
Sandro Mamukelashvili,Seton Hall,54,50557,8.8824,1.5882,0.5588,1.2059,7.7941,104.6,99.6173,2019,6.10,77,1
Isaiah Thomas,Washington,60,8712,16.7714,6.0857,1.3429,0.0571,3.5143,114.3,99.5797,2011,5.9,29,1
Robert Woodard II,Mississippi St.,40,65906,11.3548,1.2903,1.129,1.0323,6.5484,109.2,100.331,2020,6.7,116,1
Jawun Evans,Oklahoma St.,39,38748,12.8636,4.9091,1.1364,0.1818,4.3636,109.4,100.456,2016,6.0,286,1
Jeff Withey,Kansas,39,10238,13.7297,0.9459,0.7568,3.9459,8.5135,113.7,83.0455,2013,7.0,310,1
Franz Wagner,Michigan,8,70394,12.4643,3,1.25,1.0357,6.5357,119.5,91.2358,2021,6.9,268,1
Kemba Walker,Connecticut,9,9075,8.8857,2.9143,1.0571,0.1714,3.4857,107.6,93.6251,2009,6.1,188,1
Monté Morris,Iowa St.,51,38703,11.9412,5.1765,1.8824,0.4412,3.4412,126.2,98.9761,2015,6.2,291,1
Admiral Schofield,Tennessee,42,42130,7.625,0.9062,0.375,0.3125,4.0312,114.3,105.932,2016,6.4,286,1
Shai Gilgeous-Alexander,Kentucky,11,51731,14.3784,5.1081,1.6486,0.4865,4.1351,114.1,100.791,2018,6.6,307,1
Justin James,Wyoming,40,40442,16,2.1622,0.7838,0.5405,4.973,105.1,100.368,2017,6.7,2205,1
Lauri Markkanen,Arizona,7,44973,15.5676,0.8649,0.4054,0.5135,7.1892,130.1,99.0583,2017,7.0,354,1
Adreian Payne,Michigan St.,15,16825,7,0.3243,0.6757,1.0541,4.2432,111.7,87.3314,2012,6.10,263,1
Obi Toppin,Dayton,8,65484,20.0323,2.1613,0.9677,1.2258,7.5484,122.5,89.5851,2020,6.9,237,1
Paul Reed,DePaul,58,50818,3.5714,0.3571,0.5357,0.4643,3.0714,105.7,96.5042,2018,6.9,182,1
Solomon Hill,Arizona,23,11698,13.3714,2.7143,1.1429,0.5714,5.3429,113.7,95.9089,2013,6.7,354,1
Tony Bradley,North Carolina,28,49377,7.0789,0.6053,0.2632,0.5789,5.1316,123.3,96.9021,2017,6.11,134,1
James Bouknight,Connecticut,11,70319,18.7333,1.8,1.1333,0.2667,5.6667,106.2,97.5146,2021,6.5,188,1
Justin Harper,Richmond,32,3094,9.2286,0.5714,0.5429,0.8286,4.6857,99.2,101.025,2009,6.10,47,1
Cody Martin,North Carolina St.,36,46681,6.0303,2.2727,1.2121,0.4242,4.3636,104,106.58,2016,6.7,123,1
Vernon Macklin,Florida,52,91,11.5676,0.8108,0.3514,0.7027,5.3784,107.5,97.7281,2011,6.10,31,1
Jimmer Fredette,BYU,10,3137,22.0882,4.6765,1.2059,0.1471,3.0882,121,97.4055,2010,6.2,1422,1
Aaron Holiday,UCLA,23,39514,20.3333,5.8182,1.2727,0.2424,3.6667,112.9,106.928,2018,6.1,115,1
Khris Middleton,Texas A&M,39,12631,7.3636,1.0303,0.8788,0.2727,3.5455,107.8,95.6938,2010,6.7,30,1
