player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
Jonny Flynn,Syracuse,6,2115,17.4595,6.7027,1.3514,0.1622,2.8108,111.9,103.602,2009,6.0,116,1
Filip Petrusev,Gonzaga,50,66035,17.4545,1.4545,0.6061,0.7879,7.9394,114.6,91.9675,2020,6.11,582,1
Chimezie Metu,USC,49,39509,15.6765,1.5588,0.7941,1.7353,7.4412,110.2,98.4822,2018,6.11,57,1
Davion Mitchell,Baylor,9,51367,14.0667,5.5,1.9,0.3667,2.6667,122.1,95.1321,2021,6.2,122,1
Kris Joseph,Syracuse,51,4748,3.303,0.4848,0.8182,0.2121,2.3939,88.6,96.2835,2009,6.7,116,1
Aaron Holiday,UCLA,23,39514,10.3438,3.9688,1.4062,0.25,3,94.5,106.87,2016,6.1,115,1
Chris Singleton,Florida St.,18,7190,8.0571,1.0571,1.5429,1.3429,4.9143,95,92.1134,2009,6.9,24,1
Norris Cole,Cleveland St.,28,4149,13.5588,2.3824,1.2059,0.1471,2.4412,109.3,98.7723,2009,6.2,203,1
Marcus Thornton,LSU,43,3395,21.1143,2.1429,1.6,0.3714,5.4857,119.4,97.0415,2009,6.4,12,1
Craig Brackins,Iowa St.,21,3689,20.4839,1.3871,0.5161,0.9677,9.6129,100.6,95.3806,2009,6.10,291,1
Tre Jones,Duke,41,65855,9.3889,5.3333,1.8889,0.1667,3.75,113.1,95.9919,2019,6.2,120,1
Jamaal Franklin,San Diego St.,41,16788,17.3333,1.3667,0.7667,0.5667,7.9,103.2,92.5874,2012,6.5,133,1
Tyler Harvey,Eastern Washington,51,25418,23.0625,2.5625,1.125,0.125,3.625,122.6,111.75,2015,6.4,745,1
Kira Lewis Jr.,Alabama,13,66608,18.4839,5.2258,1.8065,0.5806,4.7742000000000004,107.8,102.441,2020,6.3,67,1
Justin Harper,Richmond,32,3094,17.8649,1.1622,0.6216,1.2162,6.9189,121.3,95.0436,2011,6.10,47,1
Ben Simmons,LSU,1,41356,19.1515,4.7879,1.9697,0.8182,11.7576,112.9,97.3738,2016,6.10,12,1
Isaiah Joe,Arkansas,49,66609,13.8529,1.7647,1.5294,0.1471,2.7941,115,102.605,2019,6.5,437,1
Justin James,Wyoming,40,40442,18.9375,3.0625,1.125,0.5,5.9688,103,100.791,2018,6.7,2205,1
Anthony Brown,Stanford,34,16684,3,0.25,0.25,0.25,2.25,56.2,99.8743,2013,6.6,27,1
Carrick Felix,Arizona St.,33,18207,10.5172,1.3103,1.1034,0.7586,4.0345,96,105.274,2012,6.6,354,1
Demetrius Jackson,Notre Dame,45,29232,6.0333,1.8333,0.4,0.0333,2.1333,107.6,112.692,2014,6.1,224,1
Jon Diebler,Ohio St.,51,1926,11.2121,2.4848,1.0303,0.303,3.5758,114.3,101.11,2009,6.6,226,1
Meyers Leonard,Illinois,11,17125,2.0606,0.1515,0.1515,0.3939,1.2424,79.1,98.6762,2011,7.0,229,1
Roy Devyn Marble,Iowa,56,18726,5.7419,1.3226,0.6774,0.0645,2.3871000000000002,89.2,102.486,2011,6.5,219,1
Orlando Johnson,UC Santa Barbara,36,10632,21.7333,2.8333,1.2667,0.4667,6.2667,112.2,99.3098,2011,6.5,13,1
Reggie Perry,Mississippi St.,57,65915,17.3548,2.2903,0.8387,1.1613,10.0645,112.9,96.6012,2020,6.10,116,1
Jacob Evans III,Cincinnati,28,38797,13.5278,2.6667,1.2778,0.8333,4.1667,124.2,95.5767,2017,6.6,235,1
Jeffery Taylor,Vanderbilt,31,8208,13.4062,1.75,1.0938,0.375,5.25,107.8,98.4529,2010,6.7,173,1
Tyrese Maxey,Kentucky,21,71900,13.9677,3.129,0.871,0.3871,4.2903,104.7,98.2544,2020,6.3,307,1
DeAndre Daniels,Connecticut,37,25301,3.0323,0.4839,0.3548,0.5806,2.0968,93,99.5429,2012,6.8,188,1
Isaiah Livers,Michigan,42,50343,7.9429,0.7143,0.6857,0.5429,3.9143,120.6,89.216,2019,6.7,268,1
Devin Ebanks,West Virginia,43,9704,10.4857,2.6571,0.8286,0.7143,7.8,109.3,91.5069,2009,6.9,278,1
Josh Hart,Villanova,30,33417,10.1389,1.4722,1.1111,0.3889,4.4722,125.3,93.3926,2015,6.5,140,1
Alex Oriakhi,Connecticut,57,14117,6.6765,0.2941,0.1176,1.3235,4.7941,98.3,100.661,2012,6.9,188,1
Sam Merrill,Utah St.,60,47902,9.3548,3.129,0.9677,0.1613,3.0645,118.5,103.952,2017,6.4,1459,1
Patrick McCaw,UNLV,38,37216,14.5161,3.871,2.4194,0.4194,5.1935,112.6,96.4163,2016,6.7,620,1
Trevor Booker,Clemson,23,2429,15.1875,2.5312,1.3438,1.4062,8.375,112,88.4183,2010,6.7,221,1
Shabazz Muhammad,UCLA,14,26310,17.875,0.8438,0.7188,0.125,5.2188,107.1,103.412,2013,6.6,115,1
Glen Rice,Georgia Tech,35,10728,12.8065,2.5484,1.4839,0.3871,5.5806,99.6,95.6556,2011,6.5,283,1
Dalano Banton,Nebraska,46,65803,9.5556,3.8889,0.963,0.9259,5.8889,92.6,100.274,2021,6.9,358,1
Corey Kispert,Gonzaga,15,51050,8.027,1.0541,0.6486,0.4865,4.0811,117.9,94.1964,2019,6.6,582,1
Joe Wieskamp,Iowa,41,66492,14.8387,1.7097,0.9355,0.3226,6.6129,118.2,100.546,2021,6.6,219,1
Jon Diebler,Ohio St.,51,1926,13,1.4595,1.1351,0.0811,2.7568,124.3,98.9846,2010,6.6,226,1
Erik Murphy,Florida,49,13540,4.2727,0.2424,0.1515,0.4545,2.2727,109.3,96.3422,2011,6.10,31,1
Neemias Queta,Utah St.,39,67637,13,1.8636,0.4091,1.7273,7.7727,104.5,89.4345,2020,7.0,1459,1
Chandler Parsons,Florida,38,2243,12.3529,2.5882,1.1471,0.1471,6.8529,114.5,97.6814,2010,6.9,31,1
Willie Warren,Oklahoma,54,7409,16.3333,4.0952,1,0.0476,3.2857,101.7,109.865,2010,6.4,355,1
Alize Johnson,Missouri St.,50,46797,15,2.8485,0.4545,0.4242,11.6364,109.3,97.1451,2018,6.9,406,1
Justin Wright-Foreman,Hofstra,53,43169,18.125,1.625,0.75,0.0625,3.5625,118.3,112.464,2017,6.1,24,1
Pat Connaughton,Notre Dame,41,19805,7.0294,0.8824,0.5,0.1471,4.4118,110,98.7538,2012,6.5,224,1
Zhaire Smith,Texas Tech,16,51689,11.2162,1.7297,1.1622,1.027,4.8919,124.3,94.387200000000007,2018,6.5,983,1
Nicolas Claxton,Georgia,31,51305,3.9394,0.1818,0.1515,1.2727,3.9091,100.4,97.3348,2018,6.11,222,1
Zach Elcano,American,NA,25695,0.875,0.1875,0.125,0.0625,0.6875,91.4,98.9226,2014,6.11,114,0
Doug Brooks,VCU,NA,29767,1.875,0.125,0.25,0.0833,0.625,92,92.8328,2014,6.3,59,0
Arnold Henderson VI,VCU,NA,71666,0,0,0,0,0.4,0,89.2989,2021,5.10,59,0
Kevin Baker,Troy,NA,46984,8.1081,3.027,1.1351,0,2.5135,98.4,106.193,2017,6.2,153,0
Sheldon Blackwell,Cal St. Fullerton,NA,32459,2.2581,1.1613,0.5806,0,2.129,85.1,107.135,2015,6.5,75,0
Charles Carrington,North Carolina A&T,NA,49643,0.1818,0,0,0.1818,0.5455,38.5,115.613,2017,NA,239,0
Jordan Burgess,VCU,NA,31133,4.8571,1.3571,0.5357,0.4286,4.2143,93.1,97.7639,2016,6.5,59,0
Thomas van der Mars,Portland,NA,20179,7.8333,0.9,0.4,0.6,5.6,106.9,104.444,2013,6.11,45,0
Chris Johnson,Dayton,NA,8383,11.8889,1.5556,0.8611,0.3889,5.9722,119.3,97.5478,2011,6.5,237,0
Alex Holcombe,Texas A&M Corpus Chris,NA,45362,1.087,0.1739,0.0435,0.4783,1.3043,82.6,101.542,2017,6.8,2,0
Christian Siakam,IUPUI,NA,8223,1,0,0,0,0.6364,93,111.168,2009,6.7,190,0
Alex Merkviladze,Cal St. Northridge,NA,73797,9.9545,1,0.3636,0.2273,6.9545,97,109.165,2021,6.9,269,0
Hassan Diarra,Texas A&M,NA,73259,5.8333,1.6667,1.0556,0.1111,2.0556,80.5,100.148,2021,6.2,30,0
Jamari Blackmon,North Alabama,NA,65969,14.5938,2.7188,1.75,0.1875,3.4688,94.7,106.829,2019,6.0,176,0
Jeremy Senglin,Weber St.,NA,30237,18.625,2.75,0.6562,0.0938,3.6875,112.9,102.275,2016,6.2,1437,0
Daymon Warren,George Washington,NA,17358,0.6667,0.2083,0.2083,0.2083,2,67.8,95.9553,2011,6.9,19,0
Jaleel Queary,Jackson St.,NA,31889,2.8696,1.5652,0.6522,0.1739,2.1739,73.4,99.7632,2015,6.2,205,0
Sterling Carter,Seattle,NA,29090,7,1.8571,1.5714,0.2857,2,84,94.3232,2013,6.0,87,0
Chris Olivier,Oklahoma St.,NA,25160,7.75,0.3125,0.125,1,2.9375,102.4,102.941,2016,6.8,286,0
Danny Brown,San Diego,NA,1422,2.8,0.3667,0.2667,0.1,0.6667,90.7,102.987,2009,6.4,93,0
Ja'Cor Nelson,Campbell,NA,50584,1.8571,0.4286,0.4643,0.2143,1.2857,75.5,104.144,2018,6.3,56,0
Trey Guidry,San Diego,NA,28145,1.0769,0,0.0769,0.0769,0.5385,83.1,106.405,2013,6.6,93,0
Aaron Ingle,Wake Forest,NA,12311,0.1,0.1,0.1,0,0.1,49,104.406,2012,6.0,291,0
T.J. Diop,Seattle,NA,20812,1.9524,0.381,0.2381,0.1905,1.8571,82.7,101.846,2012,6.8,87,0
Justin Burrell,St. John's,NA,718,6.6429,0.8214,0.3571,0.4643,4.4286,101.1,98.0822,2010,6.8,39,0
Chass Bryan,USC,NA,28664,0.3333,0.8333,0.3333,0.0556,0.6667,59.4,101.019,2015,5.11,57,0
Max Bielfeldt,Michigan,NA,39795,5.1333,0.4667,0.2667,0.2333,3.6,107.2,101.425,2015,6.7,268,0
Omar Habwe,Mount St. Mary's,NA,51205,6.1034,0.7931,0.3793,0.2069,3.1724,94.9,103.235,2020,6.6,163,0
Reggie Lewis,Florida A&M,NA,15623,11,1.3226,0.6452,0,2.2903,99.6,110.816,2012,6.2,48,0
Rudi Williams,Kansas St.,NA,72310,4.7778,1.3704,0.4074,0.0741,2.5556,90,106.654,2021,6.3,321,0
Justin Archie,New Orleans,NA,5573,3.5556,1.3704,0.6667,0.1111,1.7037,86.4,99.5858,2009,6.0,6,0
Jordan Scott,Idaho,NA,36234,2.2381,0.2381,0.1429,0.0952,1.5238,112.3,113.456,2015,6.6,790,0
Joey Brunk,Butler,NA,44792,3.1429,0.1429,0.1429,0.1429,1,103,101.345,2017,6.11,230,0
Connor Arnold,VMI,NA,66381,1.3333,0.5556,0,0,0.8889,39.5,112.165,2021,6.7,318,0
Zach Rammelt,North Dakota St.,NA,43981,0.6667,0.2222,0.1111,0,0.3333,281.7,86.3973,2017,6.2,274,0
Casmir Ochiaka,Loyola MD,NA,66101,3.8571,0.4286,0.3571,0.1786,3.6071,92.6,109.294,2019,6.8,99,0
Aaron Geramipoor,Seton Hall,NA,12365,2.2,0.1333,0.2,0.3667,1.8667,121.2,103.195,2014,6.11,77,0
Justice Green,Eastern Illinois,NA,51246,2.4091,0.2273,0.4091,0.0909,0.8182,111.8,100.128,2018,6.5,211,0
Jamil Riggins,Quinnipiac,NA,71536,3.1765,0.1765,0,0.0588,1.7059,87.9,99.8617,2021,6.6,33,0
Armaan Franklin,Indiana,NA,70565,11.3636,2.1364,1.1818,0.2273,4.1364,97.4,100.314,2021,6.4,235,0
Tray Hollowell,Wofford,NA,51357,3.1724,0.7241,0.2069,0,0.8621,90.9,110.997,2018,6.2,246,0
Gerry Blakes,Arizona St.,NA,36195,11.0312,2.375,1.0625,0.1562,5.3125,96.6,104.037,2016,6.4,354,0
Andre Williamson,Appalachian St.,NA,7249,8.3448,0.7586,0.2069,1.4483,6.2414,106.8,105.585,2011,6.7,1016,0
Hayden Koval,Central Arkansas,NA,51225,12.4545,1.0606,0.4242,2.1818,6.2727,106.9,105.554,2019,7.0,101,0
Bobby Moorehead,Montana,NA,42405,3.875,0.5625,0.3125,0.2812,2.8438,91.1,106.379,2017,6.7,982,0
Maxwell Lenox,Army,NA,23892,6.4138,3.1724,1.2069,0.1724,3.4138,88.5,98.5105,2012,6.0,259,0
Tre Cobbs,Northern Kentucky,NA,49278,2,0.5,0.0625,0,0.3125,111.5,102.161,2018,5.10,254,0
Jesse Morgan,Temple,NA,19263,11.9259,1.3333,1.1852,0.2593,3.3704,106.2,96.3724,2015,6.5,27,0
Conner Frankamp,Wichita St.,NA,31622,6.1429,1,0.3214,0.1786,1.4643,119.6,94.0414,2016,6.1,426,0
Suleiman Braimoh,Rice,NA,3488,4.7,0.5333,0.4333,0.4667,3.8,101.8,101.576,2010,6.8,14,0
Billy White,San Diego St.,NA,2532,8.4375,0.7812,0.9375,0.7812,3.5625,119.2,93.8076,2009,6.8,133,0
Caleb Morris,Air Force,NA,45084,2.3846,0.5385,0.1538,0.0769,1.1538,81.8,109.858,2017,6.3,67,0
Thomas Binelli,Eastern Michigan,NA,70773,8.6,0.4,0.84,0.12,3.12,99.4,99.8066,2020,6.10,226,0
Christopher Anderson,San Diego,NA,20355,9.5806,5.6129,2.0968,0.2258,3.7742,98.2,100.538,2013,5.7,93,0
David Schneider,William & Mary,NA,3671,14.1786,2.6071,1.2857,0.0714,3.5,102.8,101.18,2009,6.3,23,0
Ace Stallings,Mount St. Mary's,NA,51333,0.6667,0.2222,0.1111,0.2222,1,89.4,104.313,2018,6.10,163,0
Nijal Pearson,Texas St.,NA,44324,15.2121,2.4242,1.3333,0.3939,5.9697,98.7,101.371,2018,6.5,188,0
Justin Salzwedel,Boise St.,NA,13801,0.9,0,0.1,0,0.3,77.9,102.767,2011,6.2,820,0
Campbell Donovan,Butler,NA,50613,0.5,0.1,0.1,0,0,103.9,107.141,2018,5.11,230,0
Laurence Bowers,Missouri,NA,9697,10.1765,1.1765,1.1176,1.4118,5.6765,119.6,89.9067,2010,6.8,228,0
Assane Sene,Virginia,NA,5787,2.5455,0.2727,0,1.5909,4.5909,80.1,99.7123,2009,7.0,201,0
Andy Polka,Loyola Chicago,NA,1113,7.3571,3.0714,0.8214,0.4643,8.6429,100,103.605,2010,6.7,179,0
Caleb Homesley,Liberty,NA,42362,7.5862,1.2414,0.8276,0.4828,3.5172,104.3,104.171,2016,6.4,282,0
Jared Swopshire,Louisville,NA,22884,1.3784,0.1892,0.1622,0.0811,1.1351,81.3,91.3783,2009,6.8,139,0
Brauhnye' Turner,Grambling St.,NA,24842,1.3478,0.2174,0,0.087,1.6957,63.8,119.841,2013,6.4,92,0
Prince Moss,Grambling St.,NA,68280,9.625,1.5417,0.8333,0.3333,3.75,99.9,98.4242,2021,6.7,92,0
Wade Jackson,Loyola MD,NA,73882,2.4286,0.3571,0.3571,0,1.3571,70.6,103.268,2021,6.3,99,0
Eso Akunne,Michigan,NA,14769,0.5,0,0,0,0.5,62.8,104.611,2010,6.3,268,0
Willie Kemp,Memphis,NA,840,7.3824,4.2647,1.5,0.1176,2.2353,102.6,100.83,2010,6.2,100,0
Silas Melson,Gonzaga,NA,38638,3.2258,0.3226,0.5161,0.0645,0.7419,101,95.41,2015,6.4,582,0
Luis Jacobo,IPFW,NA,18956,14.6207,1.2069,0.6897,0.2414,4.6207,109.5,106.594,2014,6.5,247,0
Dean Noll,Cornell,NA,66543,0.8,0.5333,0.3333,0.0667,0.6,57.1,102.509,2019,6.2,273,0
Toby Van Ry,Colorado St.,NA,34640,0.25,0,0.125,0,0,44.3,102.783,2016,6.10,1525,0
Josh Tarver,Oregon St.,NA,1812,2.9688,1.6562,0.7812,0.3438,1.9062,88.2,99.9261,2010,6.3,73,0
Yondarius Johnson,Southern,NA,28011,6.6207,0.5517,0.2069,0.1379,2.1724,93.3,96.5635,2013,6.4,19,0
Issac McBride,Vanderbilt,NA,72080,4.7143,0.7143,0.4762,0.0952,1.0952,106,107.281,2021,6.1,173,0
Roger Moute a Bidias,California,NA,32199,2.7333,0.3,0.1667,0.1333,1.8,94.2,98.0503,2017,6.6,93,0
Oludele Doherty,Norfolk St.,NA,3879,0.95,0,0.05,0.2,1.75,97.5,100.976,2009,6.8,3,0
Justin Greene,Kent St.,NA,8698,13.9677,1.4839,1.0968,0.8065,6.8387,96.4,95.795,2012,6.8,349,0
Jehvon Clarke,Bowling Green,NA,19695,3.3913,1.1739,0.4348,0.1304,1.6087,74.5,100.009,2013,6.1,212,0
Corey Jackson,Long Beach St.,NA,18108,1.8182,0.1364,0.0455,0.0455,0.3182,103.9,105.812,2011,6.0,4,0
David Jenkins Jr.,South Dakota St.,NA,51013,16.1429,1.6286,0.3714,0,3.2286,107.1,107.761,2018,6.2,500,0
JoJo Anderson,Northern Arizona,NA,46789,11.1429,2.2143,0.5357,0.0714,1.75,100.6,115.339,2018,6.3,2101,0
Maurice Jeffers,Delaware,NA,28716,6.8333,0.9333,0.3333,0.9333,4.8,101.2,108.295,2015,6.8,42,0
Westly Perryman,Boise St.,NA,10240,6.1176,1.6765,1.5294,0.1176,2.5,101.3,97.264,2011,6.1,820,0
Kyle McClanahan,Florida,NA,7977,0.875,0.25,0.375,0.125,0.375,107.4,81.1697,2011,6.1,31,0
Jamari Sibley,Georgetown,NA,72409,1.1905,0,0.0952,0.0952,0.9048,81.4,104.749,2021,6.8,43,0
Chris Martin,Presbyterian,NA,65602,4.9697,1.1818,0.6364,0,3.4242,103.5,107.181,2019,6.0,207,0
Devan Dumes,Indiana,NA,7118,6.6,1.1,1,0.1,2,85,103.359,2010,6.2,235,0
Jio Fontan,Fordham,NA,19013,15,4.2,1,0,2.2,92.2,113.241,2010,6.0,28,0
Ibby Djimde,Southern Illinois,NA,21814,2.375,0.2917,0.1667,0.25,1.125,87.1,105.861,2015,6.8,129,0
Teondre Williams,Oregon,NA,8478,4.3056,0.5,0.6111,0.4167,1.6667,93.9,103.097,2011,6.4,136,0
Moses Burgess,High Point,NA,13070,0,0,0,0,0,0,116.073,2011,6.6,259,0
Ed Drew,Presbyterian,NA,33151,4.5,0.4062,0.4688,0.5625,3.2812,94.9,113.311,2015,6.5,207,0
Mack Darrow,Princeton,NA,14360,3.6154,1.0385,0.3077,0.0385,1.7692,105.2,101.601,2013,6.9,33,0
Jim Mower,Lafayette,NA,8668,3.2,0.52,0.12,0.12,1.32,99,107.748,2009,6.3,11,0
Qon Murphy,Houston Baptist,NA,66567,7.1034,1.2414,0.4828,0.1724,2.6207,91.8,120.815,2020,6.5,19,0
Isaiah Williams,Jackson St.,NA,74208,5.8333,0.6667,0.9167,0.1667,5.1667,72.2,90.5983,2021,None,205,0
Everett Winchester,Florida Atlantic,NA,48621,5.5455,1.7727,0.7727,0.1364,4.3182,88.2,99.878,2021,6.7,3,0
Ricardo Wright,Marist,NA,72287,11,1.8095,0.4762,0.0952,3.9048,86.6,97.5743,2021,6.4,27,0
Myles Hutchinson,McNeese St.,NA,52336,1.9375,0.8125,0.25,0,0.75,86.1,110.212,2021,6.1,4,0
Bryce Workman,Jacksonville,NA,65644,5.5625,0.5,0.4062,0.1562,4.5312,92.8,95.4152,2020,6.7,15,0
Rob Ukawuba,NJIT,NA,31109,6.4643,0.9286,0.6429,0.2143,3.4286,109.3,102.384,2015,6.3,4,0
Mitch Bruneel,Utah Valley,NA,32278,11.5862,0.9655,0.6897,0.1379,6.0345,106.7,106.38,2015,6.5,1402,0
Marshall Harris III,The Citadel,NA,19879,4.6071,2.5,0.6786,0.0357,1.1071,83,111.342,2012,6.1,6,0
Stevie Mejia,Rhode Island,NA,8381,3.5,3.5278,0.9167,0.0278,1.3056,100.7,103.233,2010,5.9,49,0
Naz Bohannon,Youngstown St.,NA,51474,7.7931,2.9655,0.7586,0.1724,8.3793,102.9,111.756,2019,6.6,286,0
Stanton Kidd,Colorado St.,NA,34643,11.5588,1.8235,0.8235,0.8235,5.0588,113.3,99.4755,2015,6.7,1525,0
Kaleb Wesson,Ohio St.,NA,50459,10.2424,1.0909,0.5455,0.6364,4.9394,123.2,98.5888,2018,6.9,226,0
Jacob Perry,Alabama A&M,NA,38299,5.8462,1.6538,0.3077,0,1.0385,93.8,109.943,2016,5.10,220,0
Terrance Banyard,Arkansas Pine Bluff,NA,52213,6.05,1,0.65,0.75,4.05,85.7,112.137,2021,6.8,69,0
Taylor Hoffer,UNC Greensboro,NA,17395,0.4286,0.2857,0.1429,0.0714,1.7143,75.6,108.446,2013,6.7,247,0
Zach Cameron,Kennesaw St.,NA,45826,1.1,0.6333,0.2667,0.4,2.5667,96.2,104.693,2017,6.10,324,0
Joey Ptasinski,Lafayette,NA,21506,11.3333,1.9333,0.8667,0.1333,2.6333,120.9,116.299,2014,6.2,11,0
Henry Caruso,Princeton,NA,29478,6.1379,0.6207,0.2069,0,2.8966,110.5,103.708,2015,6.4,33,0
Kaleb Mallory,Ball St.,NA,31693,0.3333,0.3333,0,0,0.3333,52.5,103.132,2016,5.8,286,0
Ryan Brown,Mississippi,NA,911,0.2727,0,0.1818,0,0,67.2,99.8865,2009,6.1,155,0
Jordan Stone,Utah St.,NA,23724,2.3548,0.1935,0.2903,0.1935,2.7419,95.3,104.765,2014,6.10,1459,0
Tyrique Jones,Xavier,NA,47639,11.2941,0.7941,0.8235,0.8529,7.7059,119.4,100.405,2019,6.9,199,0
Juvonte Reddic,VCU,NA,16783,11.8,0.6857,1.3429,1.1714,8.4,104.6,88.7763,2014,6.9,59,0
Cheikh Sane,Marshall,NA,29407,4.7812,0.75,0.5312,0.5,4.4062,89.1,100.921,2015,6.9,166,0
Josh Davis,Florida A&M,NA,4354,3.6667,0.5,0.3333,0,2.1667,81.2,107.162,2009,6.4,48,0
Andrew Warren,Bradley,NA,3791,19.129,1.9032,1.6452,0.3226,5.5161,109.1,101.406,2011,6.6,183,0
Jamal Lewis,Penn,NA,24928,3.5,2.3929,1.3571,0.1071,2,72.3,99.3699,2013,6.0,19,0
Duje Dukan,Wisconsin,NA,17291,4.7368,0.6316,0.2105,0.0789,2.5789,105.5,99.7078,2015,6.10,269,0
Jay Jay Elvir,Loyola Chicago,NA,38152,0,0,0,0,1,0,83.8501,2015,-,179,0
Kobby Ayetey,North Carolina Central,NA,72128,2.4444,0,0.3333,0.3333,1.8889,82.8,105.577,2021,6.6,96,0
Gairges Daow,Northern Illinois,NA,50267,2.9,0.5333,0.2667,0.0333,2,97.3,101.256,2020,6.4,268,0
Jalen Johnson,Wake Forest,NA,49189,4.9524,0.619,0.4286,0.5238,2.4286,101.6,106.599,2021,6.6,291,0
Ajak Magot,Idaho St.,NA,29940,3.1667,0.3,0.3667,0.6667,2.5,93.2,110.545,2015,6.11,1391,0
AJ Edu,Toledo,NA,66427,3.5758,0.7273,0.303,1.7273,3.9091,88.1,90.0719,2019,6.10,187,0
Alex Renfroe,Belmont,NA,1846,16.1818,5.1212,2.0909,0.5152,7.1515,112.5,93.1612,2009,6.1,192,0
Tyler Foster,East Carolina,NA,66553,4.1333,0.8667,0.8667,0.1667,1.4667,77.3,107.778,2019,6.5,8,0
Adrian Rodriguez,UTSA,NA,65508,1.7391,0.6522,0.1739,0.3043,3.3043,115.7,104.986,2020,6.7,302,0
Kentrell Washington,Hofstra,NA,25642,2.5,0.8333,0,0.1667,1.5,68.7,111.016,2013,6.3,24,0
Brandon Britt,William & Mary,NA,18086,10.7727,1.4091,0.6364,0,1.8636,118.2,113.679,2014,6.2,23,0
Sidy N'Dir,Pittsburgh,NA,44204,5.931,1.8966,0.8276,0.4138,2.0345,97.9,102,2019,6.3,328,0
Shawn Ray,UC Irvine,NA,33550,0.4,0.1,0,0.1,0.6,202.2,95.0405,2015,6.8,60,0
Zach Pfaffenberger,Sacred Heart,NA,65787,2.2258,0.0323,0.3871,0.1935,1.5161,86.6,103.194,2019,6.8,18,0
Terrell Allen,Georgetown,NA,42053,9.5,4,1.25,0.0312,2.375,103.3,106.181,2020,6.3,43,0
Earvin Morris,UTEP,NA,34752,13.4062,1.75,0.8438,0.3438,3.4688,104.5,104.52,2016,6.4,1440,0
Admon Gilder,Texas A&M,NA,43661,7.027,1.3514,0.9189,0.1351,2.3243,114.2,96.6213,2016,6.3,30,0
Keiton Page,Oklahoma St.,NA,5181,13.2353,1.7353,0.9412,0.0294,2.0588,107.9,104.371,2011,5.9,286,0
Tyler Wilson,Manhattan,NA,31514,3.9355,5.1935,1.4516,0.0323,2,88.5,105.705,2016,6.0,81,0
Renaldo Dixon,New Mexico St.,NA,17627,8.5882,0.9706,0.4412,0.8824,5.6765,118,99.9672,2014,6.10,1203,0
Luke Nevill,Utah,NA,2337,16.4545,1.2121,0.4545,2.7273,8.8788,117,91.0839,2009,7.2,1458,0
Drew Crawford,Northwestern,NA,13743,13.5,1.7,1,0.7,4.6,98.6,102.918,2013,6.5,180,0
Will Spradling,Kansas St.,NA,17688,9.2727,2.7576,0.7879,0.1818,2.1212,107.4,99.3038,2012,6.2,321,0
Matthew Strange,Southeastern Louisiana,NA,66605,1.0556,0.1111,0.1111,0,0.6667,74.4,111.805,2021,5.11,13,0
Jamaal Samuel,Illinois St.,NA,36690,2.56,0.12,0.16,0.92,2.48,100.2,97.8524,2014,6.9,244,0
Louis Brookins,Quinnipiac,NA,1165,6.0476,0.1429,0.2857,0.1429,5.0952,105.6,103.503,2009,6.6,33,0
Lincoln Conrey,Northern Iowa,NA,39898,1.4286,0.1429,0,0,0.2857,0,98.0997,2019,6.5,279,0
Jonathan Holmes,Texas,NA,19975,10.3125,1.0625,0.5312,1.0312,6.125,108.7,93.8959,2015,6.8,159,0
Michael Johnson,Chicago St.,NA,72225,2.4091,0.5909,0.4091,0,0.9545,55,123.166,2020,6.8,181,0
Enoch Andoh,Bucknell,NA,9640,2.1,0.05,0.05,0.15,1.35,104.4,92.7888,2011,6.8,160,0
Matt Neufeld,UC Davis,NA,40193,7.3448,0.2414,0.3448,0.2414,3.2759,90.1,107.103,2020,6.11,52,0
Devin Price,Marist,NA,10456,13.5625,2.2188,1.125,0.0312,2.8438,102.8,108.333,2012,6.1,27,0
Paul Jackson,Eastern Kentucky,NA,37581,1.6667,1.7083,0.4583,0,0.5833,86.8,104.256,2015,6.1,306,0
Tristan Thompson,North Texas,NA,3367,11.3548,1,0.3226,0.0323,2.1935,114.1,109.804,2009,6.5,140,0
Shane Johannsen,Northern Arizona,NA,2958,9.3333,0.4333,0.7333,2.3667,6.7,124.8,92.0529,2011,6.7,2101,0
Rob Elam,USC Upstate,NA,23973,0.7931,0.4483,0.3103,0.2069,0.9655,76.9,104.83,2013,6.6,244,0
Trevor Morris,Weber St.,NA,1903,9.7931,0.7241,0.3103,0.9655,4.4138,105,104.629,2011,6.9,1437,0
"Ronald Strother, Jr.",Mississippi Valley St.,NA,40762,1.5833,0.0833,0.125,0.2083,0.4583,79.1,118.62,2017,6.5,344,0
Keylan Boone,Oklahoma St.,NA,71364,4.3704,0.6296,0.2222,0.3333,4.037,104.8,98.1886,2021,6.8,286,0
Jordan Gorman,Detroit,NA,67704,0.2857,0,0,0,0.1429,53.1,118.347,2019,5.9,197,0
Jay Bowie,Marist,NA,14976,6.3939,0.9091,0.7273,0.303,4.1515,91.9,107.778,2011,6.5,27,0
Garrett Moon,Eastern Washington,NA,28697,1.2903,0.0968,0.1935,0.4516,1.1935,97.6,106.606,2015,6.5,745,0
Yarden Willis,Binghamton,NA,70902,2.52,0.36,0.08,0.6,1.76,91.3,114.713,2020,7.0,264,0
Randal Holt,Kent St.,NA,10259,10,1.8333,0.8889,0.1111,2.6111,106.6,102.811,2011,6.1,349,0
Ryan Burnett,Stony Brook,NA,29140,2.2667,0.6667,0,0,0.8,88.5,105.64,2015,6.4,45,0
