player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted,...16,...17
Troy Henderson,Mount St. Mary's,NA,35639,0.8421,0,0,0.1579,0.3684,74.2,106.127,2016,6.9,163,0,NA,NA
Damian Goodwin,USC Upstate,NA,35643,8.6667,0.6667,0,0.3333,4.6667,69.9,116.169,2016,6.7,244,0,NA,NA
Greg McClinton,Wake Forest,NA,35689,3.2143,0.25,0.2143,0.1429,2.3571,102.2,110.408,2016,6.7,291,0,NA,NA
Travon Langston,Southern Utah,NA,35722,11.1538,1.7692,0.8462,0.1154,4.5,98.1,115.189,2016,6.3,1770,0,NA,NA
Jabbar Washington,Charleston Southern,NA,35727,0.6,0.2,0.2,0,0.4,39.1,108.429,2016,6.3,12,0,NA,NA
Wesley Johnson,Charleston Southern,NA,35730,1.92,0.2,0.32,0.16,1.84,115.6,110.715,2016,6.8,12,0,NA,NA
Ismael Sanogo,Seton Hall,NA,35734,4.9697,1.3333,1.3939,1.0606,7.2121,107.1,91.7515,2016,6.8,77,0,NA,NA
Chaise Daniels,Quinnipiac,NA,35774,9.7826,1,0.3478,1.6957,6.1739,84.1,98.2955,2016,6.9,33,0,NA,NA
David Blanks,Texas Southern,NA,35814,10.1212,4.4545,0.9697,0.1212,4.5455,95.9,104.837,2016,6.3,13,0,NA,NA
Teddy Okereafor,Rider,NA,35861,12.1212,4.5455,1.1212,0.2121,4.2121,99,102.571,2016,6.4,25,0,NA,NA
Anthony Durham,Rider,NA,35868,1.2,0,0,0,0.2,81.3,110.237,2016,6.3,25,0,NA,NA
Raasean Davis,Kent St.,NA,35893,2.25,0,0.0417,0.4167,1.7917,91.1,106.873,2016,6.8,349,0,NA,NA
Alex Rifkind,Long Beach St.,NA,35899,0.2222,0,0,0,0.1111,76.6,114.527,2016,6.1,4,0,NA,NA
Kye de Laveaga,Northern Arizona,NA,36021,1.875,0.5625,0.3125,0,0.375,87,116.7,2016,6.1,2101,0,NA,NA
K.J. Bates,Chattanooga,NA,36032,1,0,0.3333,0,0.5,137.5,85.2771,2016,6.1,204,0,NA,NA
Justin Tillman,VCU,NA,36040,7.1944,0.2222,0.3333,0.4722,6.0833,121.1,94.379,2016,6.7,59,0,NA,NA
Mike Sutton,Syracuse,NA,36059,0,0,0,0,0,0,113.185,2016,6.2,116,0,NA,NA
Dylan Osetkowski,Tulane,NA,36074,11.2647,1.5588,1.2059,0.5294,8.2941,97.4,98.777,2016,6.8,0,0,NA,NA
Marshall Macheledt,Duquesne,NA,36123,0,0,0,0,0,0,117.272,2016,6.8,258,0,NA,NA
Christopher Ikuenobe,UT Rio Grande Valley,NA,36127,2.16,0.28,0.16,0.24,1.2,96.1,114.797,2016,6.9,28,0,NA,NA
Makai Mason,Yale,NA,36151,16.4483,3.7931,0.8621,0.069,2.7586,107.8,100.171,2016,6.1,19,0,NA,NA
Eric Anderson,Yale,NA,36152,1.35,0.25,0.2,0.05,1.1,76.9,97.6224,2016,6.7,19,0,NA,NA
Tyrell Sturdivant,Stony Brook,NA,36186,2.8387,0.5484,0.5484,0.2258,2.9677,110.8,93.4599,2016,6.7,45,0,NA,NA
Jordan Jackson,Florida A&M,NA,36198,2,0.1818,0.2727,0.2727,2.6364,73,99.6236,2016,6.1,48,0,NA,NA
Michael Zeno,New Orleans,NA,36200,7.5385,0.8462,0.8846,0.6154,4.8846,90.4,103.848,2016,6.6,6,0,NA,NA
Gus Riley,Bryant,NA,36223,3.4231,0.3846,0.1923,0.1538,1.5,94.9,113.658,2016,6.8,120,0,NA,NA
Isaac Williams,Mississippi Valley St.,NA,36228,11.6,0.8571,0.6286,0.2,3.4286,100.3,108.333,2016,6.4,344,0,NA,NA
Ike Ngwudo,Dartmouth,NA,36251,0.8571,0.1429,0,0,0.4286,86.6,113.45,2016,6.6,165,0,NA,NA
Miles Bowman Jr.,High Point,NA,36267,7.2667,0.5333,0.2,0.2,4.2,131.7,105.143,2016,6.6,259,0,NA,NA
Karlos Odum,North Florida,NA,36275,0.7778,0.1111,0.0556,0,0.8333,93.3,115.477,2016,6.6,26,0,NA,NA
Jackson Forbes,Princeton,NA,36281,1.4737,0.3684,0.1053,0,0.7895,82.8,102.594,2016,6.6,33,0,NA,NA
Demetrious Floyd,Stephen F. Austin,NA,36302,13.3667,1.6,1.1333,0.1,1.6667,118.4,96.4207,2016,5.11,96,0,NA,NA
Aaron Epps,LSU,NA,36333,3.8276,0.2069,0.1724,0.3103,1.8276,110.4,105.946,2016,6.9,12,0,NA,NA
Jalyn Patterson,LSU,NA,36334,4.7143,1.5714,1.2143,0.0357,1.3571,103.3,107.111,2016,6.1,12,0,NA,NA
Elbert Robinson III,LSU,NA,36343,2.3913,0.3043,0.087,0.2609,2.0435,86.2,106.953,2016,7.1,12,0,NA,NA
Josh Gray,LSU,NA,36344,5.4375,1.8125,0.9688,0.0312,2.0625,90.6,102.995,2016,6.1,12,0,NA,NA
K.J. Lee,Marist,NA,36405,2.4643,0.8214,0.1429,0.1786,1.5357,94.3,114.049,2016,6.4,27,0,NA,NA
Johnathan Spicer,Florida A&M,NA,36491,1,0.2105,0.1053,0.0526,1.0526,66.1,104.355,2016,6.4,48,0,NA,NA
TJ Lang,Auburn,NA,36510,7.0645,0.6452,0.5161,0.0323,2.0968,117.2,111.918,2016,6.7,201,0,NA,NA
Troy Rike,Wake Forest,NA,36540,0.4,0,0,0,1.2,107.3,82.0264,2016,6.7,291,0,NA,NA
Trevon Woods,LIU Brooklyn,NA,36545,2.5333,0.2,0.2667,0.3333,1.9333,73.7,106.284,2016,6.6,19,0,NA,NA
Willie Atwood,Arizona St.,NA,36547,8.375,1.375,0.4688,0.2812,4.3438,114.7,107.433,2016,6.7,354,0,NA,NA
Evan Bailey,College of Charleston,NA,36604,6.1667,0.7,0.6,0.0667,1.6667,100.5,99.3334,2016,6.6,6,0,NA,NA
Deontae Hawkins,Illinois St.,NA,36639,10.2581,1.0645,0.7097,0.7419,5.8065,102.7,95.5289,2016,6.8,244,0,NA,NA
Aubrey McRae,Georgia Southern,NA,36669,0.7,0,0.1,0,0.4,88.5,105.28,2016,6.3,77,0,NA,NA
Jamaal Samuel,Louisiana Monroe,NA,36690,9.5312,0.5938,0.4375,0.6875,4.7812,101.2,103.184,2016,6.9,21,0,NA,NA
Davell Roby,Saint Louis,NA,36758,6.2581,1.6129,0.5806,0.0968,2.3548,96.2,104.311,2016,6.4,162,0,NA,NA
Gaston Diedhiou,Minnesota,NA,36764,0.7083,0.0417,0.125,0.125,0.75,81.3,109.207,2016,6.1,253,0,NA,NA
Jack Anton,Elon,NA,36783,1.7586,0.4483,0.069,0.1724,1.4483,96.7,108.854,2016,6.8,216,0,NA,NA
Bennett Koch,Northern Iowa,NA,36787,7.5429,0.4571,0.2857,0.3714,3.4857,97,99.9479,2016,6.1,279,0,NA,NA
D.J. Foreman,Rutgers,NA,36807,7.871,0.6452,0.7097,0.5806,6,89.3,110.808,2016,6.8,28,0,NA,NA
Tyree Chambers,Providence,NA,36809,0.1818,0.3636,0.1818,0,0.2727,67.8,93.5532,2016,6.2,46,0,NA,NA
Nate Mason,Minnesota,NA,36822,13.8148,4.4815,0.8889,0.037,2.8519,102.9,110.021,2016,6.2,253,0,NA,NA
Bakary Konate,Minnesota,NA,36823,4.8387,0.4194,0.1935,1.0323,5.0968,98.3,105.547,2016,6.11,253,0,NA,NA
Marcanvis Hymon,Mississippi,NA,36837,6.0938,0.4688,0.6875,0.9062,5.1875,111.4,97.2448,2016,6.7,155,0,NA,NA
Eric Fanning,Boston University,NA,36876,15.3704,1.3704,0.5185,0.4074,5.3333,107.5,104.285,2016,6.5,4,0,NA,NA
Will Goff,Boston University,NA,36878,3.5714,0.5714,0,0,1.5714,119.1,110.642,2016,6.3,4,0,NA,NA
Charlendez Brooks,Western Carolina,NA,36891,0.9,0.4,0.1,0.1,0.9,80.7,108.811,2016,6.9,640,0,NA,NA
Kalen Alexander,Indiana St.,NA,36935,0,0,0,0,0,0,108.853,2016,6.3,154,0,NA,NA
Kevin Ndahiro,Stetson,NA,36969,1.1667,0,0,0.5,1.5,57.8,113.263,2016,6.9,17,0,NA,NA
John Eck,College of Charleston,NA,36975,0,0,0,0,0.3333,0,89.4092,2016,6.4,6,0,NA,NA
Jordan Giddings,Prairie View A&M,NA,36978,4.0645,0.5161,0.4516,0.0645,1.0645,92.5,107.698,2016,6,85,0,NA,NA
David Haus,Duquesne,NA,37004,0.2,0,0,0,0.3,200,106.014,2016,6.2,258,0,NA,NA
Devonte Boykins,Georgia Southern,NA,37012,5.8621,1.6552,0.5172,0.1034,2.069,96.7,111.755,2016,6.2,77,0,NA,NA
Jalen Brown,Georgia St.,NA,37014,0.3333,0,0,0,0.3333,51.1,105.549,2016,6.8,311,0,NA,NA
Shonn Miller,Connecticut,NA,37064,12.2778,0.5556,0.9444,0.8611,5.1667,126.2,92.196,2016,6.7,188,0,NA,NA
Juan Aparicio,Texas A&M,NA,37069,0.3846,0.0769,0,0.0769,0,71.2,104.148,2016,6.4,30,0,NA,NA
Mike Aaman,Wagner,NA,37070,7.8182,0.5758,0.3939,0.6061,5.5152,101.6,96.1294,2016,6.8,10,0,NA,NA
Luke Norman,Eastern Illinois,NA,37134,1.087,0.3043,0,0,0.8261,93.2,112.701,2016,6.1,211,0,NA,NA
Mason Schoen,Kansas St.,NA,37154,0.1,0.1,0,0,0.1,49.8,111.032,2016,6.1,321,0,NA,NA
Stephen O'Suji,Houston Baptist,NA,37187,1.5455,0.9091,0.3636,0,1.2727,61.8,110.443,2016,5.1,19,0,NA,NA
Elijah Macon,West Virginia,NA,37200,4.4857,0.5143,0.3429,0.4286,3,97.6,94.8659,2016,6.9,278,0,NA,NA
Malcolm Drumwright,Jacksonville St.,NA,37207,14.1818,3.3182,1,0.6364,2.6818,100.2,110.306,2016,6.2,205,0,NA,NA
John Ross Glover,Lehigh,NA,37251,1.7667,0.2667,0.1333,0.0333,1.1667,87.4,107.767,2016,6.4,283,0,NA,NA
Ethan Alvano,Eastern Michigan,NA,37258,1.7647,0.5882,0.5882,0,0.5294,75.7,105.296,2016,6.1,226,0,NA,NA
Noah Knight,UMKC,NA,37267,4.5,0.5,1,1,3,133.2,101.227,2016,6.1,279,0,NA,NA
Jonathan Williams,VCU,NA,37271,3.875,1.75,0.75,0,1.2812,98.7,98.0047,2016,6.1,59,0,NA,NA
Jared Nickens,Maryland,NA,37277,5.4286,0.4286,0.2857,0.2,1.8571,107.1,105.139,2016,6.7,40,0,NA,NA
Melo Trimble,Maryland,NA,37279,15.1143,4.9143,1.2571,0.1429,3.6,110.7,101.453,2016,6.3,40,0,NA,NA
Jacob Lawson,Appalachian St.,NA,37283,5.2903,0.6452,0.4194,1.7419,3.5806,107.2,101.695,2016,6.8,1016,0,NA,NA
Dusan Perovic,Binghamton,NA,37289,5.4,0.7667,0.1333,0.1333,2.3333,80.1,104.108,2016,6.9,264,0,NA,NA
Jordan McRae,Binghamton,NA,37291,0.3333,0,0,0,0,102.9,111.242,2016,6.6,264,0,NA,NA
Gabe Taylor,Portland,NA,37301,7.1935,0.4839,0.3548,0.5806,4.129,103.8,110.931,2016,6.8,45,0,NA,NA
James Herrick,Sacramento St.,NA,37320,0.5385,0,0.0769,0.1538,0.8462,53.7,103.951,2016,6.1,12,0,NA,NA
Giddy Potts,Middle Tennessee,NA,37327,14.3571,1.25,1.0714,0.3571,5.1786,125.1,97.7682,2016,6.2,191,0,NA,NA
Cameron Pappas,Charlotte,NA,37349,1.75,0.25,0.1667,0,0.5833,107.3,110.195,2016,6.1,203,0,NA,NA
Raekwon Miller,UNC Asheville,NA,37368,5,0.6875,0.8125,0.125,1.125,106.2,97.4882,2016,6.3,650,0,NA,NA
Demetris Morant,Florida Gulf Coast,NA,37395,5.4545,0.2273,0.1364,1.4091,5.0909,99.8,99.0693,2016,6.9,6,0,NA,NA
Malik Pope,San Diego St.,NA,37443,7.0833,0.7778,0.25,0.7778,5.0556,98.7,89.9594,2016,6.1,133,0,NA,NA
Justin David,South Florida,NA,37477,0,0,0,0,0,0,118.015,2016,6.2,15,0,NA,NA
Nehemias Morillo,South Florida,NA,37481,8.697,2.0606,0.7576,0.2727,2.2121,89.7,110.001,2016,6.5,15,0,NA,NA
Ivo Basor,San Jose St.,NA,37500,0.6,0.1333,0,0,0.5333,113.3,109.858,2016,6.8,26,0,NA,NA
Cameron Johnson,College of Charleston,NA,37557,12.3333,2.2333,1.1333,0.4667,3.5667,100.8,96.5626,2016,6.4,6,0,NA,NA
Lance Richard,Louisiana Monroe,NA,37559,0.9,0,0,0,0,86.8,113.872,2016,5.1,21,0,NA,NA
Paul Jackson,Eastern Kentucky,NA,37581,7.3103,5.0345,0.8276,0.069,2,109.4,112.595,2016,6.1,306,0,NA,NA
Riley Norris,Alabama,NA,37600,7.4545,0.697,0.7879,0.2424,5.3333,101,102.413,2016,6.7,67,0,NA,NA
Lester Medford,Baylor,NA,37602,9.1818,6.3333,1.5758,0.0606,2.2424,111.1,105.654,2016,5.1,122,0,NA,NA
Cleon Roberts,La Salle,NA,37630,13.1,1.2333,1.9,0.3333,3.6,101.1,111.652,2016,6.6,67,0,NA,NA
Jordan Price,La Salle,NA,37634,19.2333,2.9,1.0667,0.4,5.5333,95.2,111.382,2016,6.5,67,0,NA,NA
Byron Hawkins,Towson,NA,37644,13.2069,2.2414,0.7586,0.1724,2.4828,115.4,107.192,2016,6.1,113,0,NA,NA
Mike Morsell,Towson,NA,37651,12.9677,2.5484,1.0323,0.5484,4.2903,101.8,104.003,2016,6.5,113,0,NA,NA
James Ringholt,UTSA,NA,37684,2.0833,0.375,0.125,0.3333,1.5833,103.1,117.483,2016,6.1,302,0,NA,NA
Chris Cokley,UAB,NA,37690,13.0625,1.375,0.8438,0.6562,6.4062,120.5,98.0299,2016,6.8,232,0,NA,NA
Quinton Thomas,Nicholls St.,NA,37745,4,0.5385,0.6154,0.0769,1.6154,93.9,107.403,2016,6.2,3,0,NA,NA
Ben Lammers,Georgia Tech,NA,37897,3.6389,0.4722,0.3611,1.3056,4.0278,123.4,98.3817,2016,6.1,283,0,NA,NA
Andre Frederick,Robert Morris,NA,37902,2.2593,0.1111,0.5185,0.6667,1.4074,88.2,103.614,2016,6.8,352,0,NA,NA
Reid Travis,Stanford,NA,37971,12.75,0.75,0.75,0.625,7.125,100.5,106.594,2016,6.8,27,0,NA,NA
Marquis Nelson,Nicholls St.,NA,37999,0.6667,0.1333,0.0667,0,0.6,56,112.243,2016,6,3,0,NA,NA
Sidney Umude,Youngstown St.,NA,38023,6.6,0.8,0.52,0.48,3,89.2,113.535,2016,6.7,286,0,NA,NA
Donte Thomas,Bradley,NA,38028,9.0667,0.8,0.5333,0.4,6.1667,91.2,100.918,2016,6.7,183,0,NA,NA
Torrance Rowe,Tennessee Tech,NA,38039,18.6897,4.5172,0.5862,0.069,2.8966,110.4,113.371,2016,6.1,340,0,NA,NA
Austin Gillmann,Saint Louis,NA,38064,3.4375,0.875,0.375,0.6875,1.875,95.6,104.24,2016,6.1,162,0,NA,NA
Zach Smith,Texas Tech,NA,38065,10.0312,1.75,0.875,1.4688,7.3125,108.2,100.218,2016,6.8,983,0,NA,NA
Keenan Evans,Texas Tech,NA,38066,8.6875,2.875,1,0.3125,2.9375,103.6,103.796,2016,6.3,983,0,NA,NA
Devaugntah Williams,Texas Tech,NA,38069,10.8438,1.5938,0.8438,0.2188,3.0938,100,105.991,2016,6.4,983,0,NA,NA
Jalen Little,Abilene Christian,NA,38077,6.3913,4.4348,1.1304,0.087,3.087,103.5,109.438,2016,5.11,524,0,NA,NA
Lewis Sullivan,UAB,NA,38079,4.5625,0.6875,0.3125,0.25,2.3438,116.5,102.742,2016,6.7,232,0,NA,NA
Tyshawn Myles,Drexel,NA,38093,1.5,0.0455,0.1364,0.3182,2.1818,85.6,105.512,2016,6.8,21,0,NA,NA
Osborn Blount,North Florida,NA,38094,0.7857,0.2143,0.0714,0,0.3571,60.5,110.366,2016,5.1,26,0,NA,NA
Chris Wray,Mount St. Mary's,NA,38096,5.8333,0.5667,1.0667,1.0667,4.1,104.6,93.8603,2016,6.8,163,0,NA,NA
Carlton Lowe,Grambling St.,NA,38116,2.2,0.04,0.12,0,0.76,112,108.662,2016,6.2,92,0,NA,NA
Quentin Snider,Louisville,NA,38127,9.3871,3.5161,0.8065,0,2.2581,114.4,98.1425,2016,6.2,139,0,NA,NA
Jaylen Johnson,Louisville,NA,38129,5.0323,0.4516,0.3226,0.3226,3.5161,107.7,95.4642,2016,6.9,139,0,NA,NA
Anas Mahmoud,Louisville,NA,38134,3.2273,0.5455,0.5,1.3182,2.9545,93,86.7421,2016,7,139,0,NA,NA
Joaquin Pistokache,UT Rio Grande Valley,NA,38190,0.2857,0,0,0,0.1429,56,121.065,2016,6.2,28,0,NA,NA
Cameron Neysmith,Kennesaw St.,NA,38201,0,0,0,0,0,0,123.191,2016,6.4,324,0,NA,NA
Dorian Pickens,Stanford,NA,38215,12.1379,1.7931,1,0.1379,3.6552,112.9,107.913,2016,6.5,27,0,NA,NA
Jaylen Babb-Harrison,Eastern Kentucky,NA,38243,5.6897,0.8276,0.4828,0.069,2.0345,125.3,108.049,2016,6.4,306,0,NA,NA
Jeff Roberson,Vanderbilt,NA,38252,9.2812,1.1875,0.4688,0.1875,5.5938,123.3,98.4487,2016,6.6,173,0,NA,NA
Craig Bowman,Florida A&M,NA,38255,9.2222,1.8889,1.3333,0.0741,2.963,80.9,100.844,2016,6.3,48,0,NA,NA
Jason Todd,Portland,NA,38265,4.8214,1,0.7857,0.25,2.3214,107.9,111.735,2016,6.5,45,0,NA,NA
Philipp Hartwich,Portland,NA,38268,1.5667,0.1,0.2,1,2.8,95.2,106.458,2016,7.1,45,0,NA,NA
Daniel Fowler,Furman,NA,38287,6.3333,1.6333,1.0333,0.2333,3.6,98.5,102.925,2016,6.4,313,0,NA,NA
Adam Ward,Nicholls St.,NA,38289,5.8621,0.3103,0.5172,1.069,3.8276,101.7,105.739,2016,6.5,3,0,NA,NA
Tashombe Riley,South Carolina St.,NA,38303,8,0.4375,0.3438,0.25,5.25,101.5,106.528,2016,6.7,76,0,NA,NA
Scottie Lindsey,Northwestern,NA,38304,6.3548,1.4194,0.4839,0.2258,2.3226,110.2,101.433,2016,6.5,180,0,NA,NA
Mitch Warner,Charlotte,NA,38306,0,0,0,0,0,0,115.66,2016,6.2,203,0,NA,NA
Taylor Johnson,Dartmouth,NA,38326,7,1.4167,0.625,0.125,2.5,111.1,105.536,2016,6.4,165,0,NA,NA
Cam Gregory,Loyola MD,NA,38336,5.3,0.5333,0.4,0.2667,5.3333,104.8,105.416,2016,6.8,99,0,NA,NA
Darius Dawkins,Jacksonville,NA,38372,13.6667,0.2,0.2,0.3333,3.5333,117.8,111.561,2016,6.7,15,0,NA,NA
Konner Frey,Utah Valley,NA,38389,14.1481,1.1852,0.5556,0.3333,7.037,96.5,105.611,2016,6.6,1402,0,NA,NA
Ryan McClurg,Texas,NA,38400,1.3333,0,0,0,1.3333,163.8,105.795,2016,6.6,159,0,NA,NA
Tory Miller,Colorado,NA,38444,5.375,0.1875,0.3125,0.3438,4.6562,97.3,99.1633,2016,6.9,1635,0,NA,NA
Cal Kennedy,Loyola Chicago,NA,38445,0.4615,0,0,0,0.4615,104.7,101.774,2016,6.6,179,0,NA,NA
Zane Waterman,Manhattan,NA,38456,11,0.5806,0.7419,0.3548,6,101.8,102.051,2016,6.9,81,0,NA,NA
Aaron Menzies,Seattle,NA,38546,3.7,0.2667,0.1667,0.4667,4.5667,81.6,98.9267,2016,7.3,87,0,NA,NA
Ronnel Jordan,New Hampshire,NA,38580,8.9032,1.2581,0.3871,0.2581,3.4839,99.2,104.606,2016,6.3,89,0,NA,NA
Keon Burns,New Hampshire,NA,38584,2.2963,0.5185,0.1852,0,1.4444,95.5,105.205,2016,6.4,89,0,NA,NA
Jaleel Cousins,South Florida,NA,38606,8.4848,0.4545,0.697,1.6364,7.9394,92.6,99.8864,2016,6.11,15,0,NA,NA
Roland Nyama,Stony Brook,NA,38628,2.5862,0.3793,0.1379,0.1724,1.2759,105.7,99.6598,2016,6.6,45,0,NA,NA
Carson Shanks,North Dakota,NA,38644,5.1034,0.4483,0.1724,0.8276,3.0345,77.4,98.704,2016,7,250,0,NA,NA
Dusan Langura,Mississippi Valley St.,NA,38655,1.8125,0,0,0.0625,0.5,94,112.401,2016,6.3,344,0,NA,NA
Markel Crawford,Memphis,NA,38666,5.2727,1.3939,0.8485,0.2121,3.2424,100.4,95.8661,2016,6.5,100,0,NA,NA
Kosta Jankovic,Kennesaw St.,NA,38688,1.5333,0.2667,0.0667,0.0667,0.8,89.5,114.108,2016,6.7,324,0,NA,NA
Emmanuel Omogbo,Colorado St.,NA,38712,10.5161,0.9677,0.4194,0.2581,8.0323,108.8,107.161,2016,6.8,1525,0,NA,NA
Davon Dillard,Oklahoma St.,NA,38749,0.5714,0,0.1429,0,0.4286,98.7,106.504,2016,6.5,286,0,NA,NA
Ron Freeman,Kansas St.,NA,38756,0.6364,0.0909,0.0909,0.0909,0.0909,63.8,97.7587,2016,6.5,321,0,NA,NA
Tyler Hamilton,Penn,NA,38767,2.0556,0.3889,0.5556,0.0556,1.0556,79.8,99.7129,2016,6.4,19,0,NA,NA
Darell Combs,IUPUI,NA,38810,16.3,2.1667,0.9333,0.0333,2.1667,97.7,108.376,2016,6.2,190,0,NA,NA
Nate Rohrer,Vermont,NA,38832,2.9375,0.5,0.3438,0.125,1.6562,129.8,106.972,2016,6.7,107,0,NA,NA
Walter King,Maine,NA,38835,1.6667,0.5,0.5,0,1.5,79.1,103.826,2016,6,35,0,NA,NA
D.J. Davis,South Dakota,NA,38838,9.2333,2.6667,1.3,0.3,3.7,106.3,110.941,2016,6.4,377,0,NA,NA
Kimani Jackson,Colorado St.,NA,38870,2.1739,0.3043,0,0.4348,1.7826,80,109.988,2016,6.8,1525,0,NA,NA
Jesse Hill,Florida Atlantic,NA,38944,4.5517,0.3103,0.2414,0.6897,2.5862,93.8,108.928,2016,6.8,3,0,NA,NA
Nick Rutherford,Florida Atlantic,NA,38945,7.2903,3.7097,1.4839,0.2581,2.9355,85.9,106.31,2016,6.2,3,0,NA,NA
Michael Douglas,FIU,NA,38950,1.0417,0.125,0.0833,0.0417,1.125,73.1,109.802,2016,6.5,2,0,NA,NA
Miles Seward,Northern Colorado,NA,38979,2.625,0.1875,0.1875,0,0.75,92.1,118.731,2016,6.3,1457,0,NA,NA
Marvin Prochet,Niagara,NA,39004,7.3125,0.875,0.625,0.7812,5.4375,96.2,104.781,2016,6.7,181,0,NA,NA
Dwayne Sutton,UNC Asheville,NA,39010,12,1.3438,1.5938,0.7188,7.8438,106.5,94.4313,2016,6.5,650,0,NA,NA
Casey Wells,Savannah St.,NA,39017,2.5263,0.3684,0.4211,0.0526,0.5789,67.2,106.467,2016,6.4,5,0,NA,NA
C.J. Wiggins,North Carolina Central,NA,39020,3.35,1.85,0.1,0,1.1,88.4,109.902,2016,5.11,96,0,NA,NA
Jack George,Elon,NA,39022,0,0,0,0,1,0,88.0163,2016,6.1,216,0,NA,NA
James Kelly,Marshall,NA,39062,20.0909,1.1515,1.3333,1.0909,9.8182,112.5,101.835,2016,6.8,166,0,NA,NA
Nahjee Matlock,Montana St.,NA,39071,1.9655,1.0345,0.1379,0.069,1.4138,75.1,112.853,2016,5.11,1498,0,NA,NA
Tyler Hall,Montana St.,NA,39077,18.8,1.6333,0.9333,0.2667,5.2667,117.9,109.329,2016,6.4,1498,0,NA,NA
Sam Neumann,Montana St.,NA,39078,2.3333,0.4444,0.0741,0.037,1.6667,134.9,112.187,2016,6.7,1498,0,NA,NA
Quinton Everett,Montana St.,NA,39081,7.2857,1.25,1,0.4643,5.3571,102.2,105.694,2016,6.3,1498,0,NA,NA
Tyler Barlow,Lafayette,NA,39131,1.0952,0.0952,0.1429,0.2381,1.3333,95.6,110.776,2016,6.8,11,0,NA,NA
Stephen Thompson Jr.,Oregon St.,NA,39146,10.5806,0.8065,1.0968,0.3548,1.9032,104.6,104.946,2016,6.4,73,0,NA,NA
Josh Sharma,Stanford,NA,39159,1.88,0.08,0.16,0.76,1.52,100.8,100.712,2016,7,27,0,NA,NA
Kieran Woods,Chicago St.,NA,39177,8.5263,2.6316,1.3158,0.3684,3.9474,85.4,107.643,2016,6.2,181,0,NA,NA
Michael Carey,Wagner,NA,39278,12.6061,1.5758,0.7273,0.8182,9.1818,117.4,93.8233,2016,6.5,10,0,NA,NA
Dimitri Floras,Quinnipiac,NA,39286,3.931,1.7241,0.5517,0,1.5172,84.9,102.735,2016,6.1,33,0,NA,NA
Yemi Makanjuola,SIU Edwardsville,NA,39301,6.4643,0.6071,0.3214,0.3929,5.5357,90.2,104.776,2016,6.1,172,0,NA,NA
Antonio Green,UT Rio Grande Valley,NA,39306,11.2609,2.6522,0.5217,0.087,4.087,93,116.702,2016,6.2,28,0,NA,NA
Dondre Rhoden,Fairleigh Dickinson,NA,39321,0.5769,0.0385,0.1538,0.1538,0.6538,84.4,106.451,2016,6.6,2,0,NA,NA
Lonnie Rivera,American,NA,39325,2.0435,0.4348,0.1304,0.0435,1.5652,79.5,106.806,2016,6.6,114,0,NA,NA
Delante Jones,American,NA,39327,12.0333,1.7667,0.7333,0.2,3.5667,94.3,107.034,2016,6.5,114,0,NA,NA
Noah Blackwell,Long Beach St.,NA,39364,5.3548,2.0323,0.3226,0.0323,1.8065,98.1,109.244,2016,6.2,4,0,NA,NA
Jordan Potts,Bethune Cookman,NA,39458,16.2667,4.1333,1.4,0.1,3.1667,100.5,111.658,2016,5.1,2,0,NA,NA
Jack McVeigh,Nebraska,NA,39477,4.8235,1.0294,0.4118,0.1471,2.6471,100.8,105.24,2016,6.8,358,0,NA,NA
Michael Jacobson,Nebraska,NA,39479,4.6765,0.5,0.5588,0.8235,4.2941,114.2,100.527,2016,6.8,358,0,NA,NA
Jordan Ash,Northwestern,NA,39483,1.25,0.7857,0.0714,0,0.5714,110.6,104.619,2016,6.3,180,0,NA,NA
Thomas Akyazili,Colorado,NA,39495,3.75,1.5938,0.5312,0.25,1.5625,91.5,100.569,2016,6.2,1635,0,NA,NA
Jeremy Hemsley,San Diego St.,NA,39554,11.8,1.8571,0.6857,0.2857,2.4,102.3,96.2338,2016,6.3,133,0,NA,NA
Elijah McGuire,Louisiana Lafayette,NA,39573,0.6667,0.1333,0.1333,0,0.8,84.1,101.42,2016,5.11,11,0,NA,NA
Dallas Anglin,Northern Colorado,NA,39591,13.2,2.2,1,0.05,2.85,103,116.67,2016,6.1,1457,0,NA,NA
John Miller,Army,NA,39636,0,0,0.4,0.2,1.2,31.7,88.9139,2016,6.9,259,0,NA,NA
Jonathan Jean,Furman,NA,39640,1.4737,0.7368,0.1053,0,0.5263,76.6,107.972,2016,5.11,313,0,NA,NA
Cory Kilby,Mercer,NA,39646,2.0312,0.2188,0.0625,0.0938,1.375,100.5,106.925,2016,6.7,133,0,NA,NA
Ethan Stair,Mercer,NA,39649,6.3125,1,0.5938,0.1562,4.0938,96.5,105.326,2016,6.5,133,0,NA,NA
Sam Miller,Dayton,NA,39651,3.2222,0.2593,0.2593,0.2593,1.3704,88.8,96.8892,2016,6.9,237,0,NA,NA
Daniel Parke,Eastern Kentucky,NA,39660,0,0,0,0,0,0,118.635,2016,6.1,306,0,NA,NA
Montae Glenn,Georgia Southern,NA,39675,4.2174,0.2174,0.2174,0.2609,3.4783,118.1,106.783,2016,6.8,77,0,NA,NA
Malik Miller,Fairleigh Dickinson,NA,39687,3.5862,0.1379,0.2069,0.4828,2.1379,107.3,106.454,2016,6.9,2,0,NA,NA
